player_tag,player_name,brawler_name,2024-01-10,2024-01-11,2024-01-12,2024-01-14,2024-01-15,2024-01-16,2024-01-17,2024-01-18,2024-01-19,2024-01-20,2024-01-21,2024-01-22,2024-01-23,2024-01-24,2024-01-25,2024-01-26,2024-01-27,2024-01-28,2024-01-29,2024-01-30,2024-01-31
YJ9G2RPUL,leo,GALE,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
YJ9G2RPUL,leo,GENE,482,482,482,482,482,482,472,470,478,478,478,478,478,478,478,478,478,478,478,478,478
YJ9G2RPUL,leo,GRAY,307,307,307,307,307,307,307,322,322,322,322,322,322,322,322,322,322,322,322,322,322
YJ9G2RPUL,leo,GRIFF,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531,531
YJ9G2RPUL,leo,GROM,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308
YJ9G2RPUL,leo,GUS,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305,305
YJ9G2RPUL,leo,HANK,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364,364
YJ9G2RPUL,leo,JACKY,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
YJ9G2RPUL,leo,JANET,489,489,489,489,489,489,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
YJ9G2RPUL,leo,JESSIE,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
YJ9G2RPUL,leo,KIT,600,610,611,592,592,592,586,586,586,586,586,574,574,574,574,574,574,605,605,605,605
YJ9G2RPUL,leo,LEON,657,657,657,638,638,638,638,638,638,638,638,624,624,624,624,624,624,624,624,624,624
YJ9G2RPUL,leo,LOLA,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251,251
YJ9G2RPUL,leo,LOU,408,408,408,408,408,408,408,408,408,424,424,424,424,424,424,424,424,424,424,424,424
YJ9G2RPUL,leo,MAISIE,325,325,325,325,325,325,332,332,332,356,356,356,356,356,356,356,356,356,356,356,356
YJ9G2RPUL,leo,MANDY,411,411,411,411,411,411,411,411,411,419,419,419,419,419,419,419,419,419,419,419,419
YJ9G2RPUL,leo,MAX,449,449,449,449,449,449,449,473,473,478,478,478,478,478,478,478,478,478,478,478,478
YJ9G2RPUL,leo,MEG,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321,379,379,379,379,379
YJ9G2RPUL,leo,MICO,419,413,413,423,423,423,454,465,465,479,479,479,479,479,479,479,486,486,486,486,486
YJ9G2RPUL,leo,MORTIS,606,595,587,627,647,698,707,707,699,699,699,677,677,677,677,677,680,666,666,666,666
YJ9G2RPUL,leo,MR. P,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
YJ9G2RPUL,leo,NANI,510,510,510,510,510,510,510,510,510,504,504,504,504,504,504,504,504,504,504,504,504
YJ9G2RPUL,leo,NITA,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534,534
YJ9G2RPUL,leo,OTIS,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294,294
YJ9G2RPUL,leo,PAM,441,441,441,441,441,441,441,466,466,474,474,474,474,474,474,474,474,474,474,474,474
YJ9G2RPUL,leo,PEARL,328,328,328,328,328,328,328,328,328,340,340,340,340,340,340,340,340,340,340,340,340
YJ9G2RPUL,leo,PENNY,427,427,427,427,427,427,427,427,427,422,422,422,422,422,422,422,422,422,422,422,422
YJ9G2RPUL,leo,PIPER,526,526,526,528,528,528,528,528,528,522,522,522,522,522,522,522,522,517,517,517,517
YJ9G2RPUL,leo,POCO,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
YJ9G2RPUL,leo,R-T,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519,519
YJ9G2RPUL,leo,RICO,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
YJ9G2RPUL,leo,ROSA,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
YJ9G2RPUL,leo,RUFFS,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346,346
YJ9G2RPUL,leo,SAM,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512,512
YJ9G2RPUL,leo,SHELLY,574,574,575,575,579,579,579,579,579,579,579,574,574,574,574,574,574,574,574,574,574
YJ9G2RPUL,leo,SPIKE,493,495,495,495,495,495,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
YJ9G2RPUL,leo,SPROUT,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236
YJ9G2RPUL,leo,SQUEAK,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337
YJ9G2RPUL,leo,STU,615,605,605,594,607,593,593,593,593,593,593,574,574,574,574,574,574,574,574,574,574
YJ9G2RPUL,leo,SURGE,574,571,571,630,630,630,630,630,639,632,632,624,624,624,624,624,624,624,624,624,624
YJ9G2RPUL,leo,TARA,574,574,574,574,574,574,568,568,568,568,568,568,568,568,568,568,568,568,568,568,568
YJ9G2RPUL,leo,TICK,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502,502
YJ9G2RPUL,leo,WILLOW,363,363,363,363,363,363,373,373,373,380,380,380,380,380,380,380,380,380,380,380,380
